"ensemble_forecast_posterior_2017","ensemble_forecast_posterior_2019","ensemble_forecast_posterior_2020","ensemble_forecast_posterior_2022","ensemble_forecast_posterior_2023"
9861.83594772276,5949.49569411571,5248.82228922195,4155.9575416028,3007.9261160529
9772.61770534822,7501.98984435325,7749.12430197701,3785.40015925896,3011.24708473186
9213.13889129422,6506.99074215004,4930.05064885713,3783.80781183299,3014.94005685434
8946.64035412244,8289.37557475184,6658.18785625559,4470.79100234068,3016.24244949231
8990.99556322618,6955.60718472624,4695.34492497567,4006.691825447,3018.39637798912
10419.4444958012,7573.38353027119,5011.52203825527,3417.05885145478,3020.3684460985
7171.19171589797,6741.67008340257,6320.72738649888,4944.84073855271,3023.86729321678
8847.97230469828,5210.76226200572,5524.77284260907,4560.340456126,3026.59837276488
9454.0143539716,7688.42351304173,6057.46395651158,3473.00565578812,3029.79753352068
10297.3343912416,6116.72036785893,4831.46900875332,3794.10996198067,3033.43358064433
8769.18997320427,7179.91787449132,6978.5921954454,6155.2740520839,3036.64853359009
8320.39126241596,7362.56797366966,5900.3116602685,2951.6731260461,3041.57304178958
9711.41043308715,6937.61544041948,5791.91095536761,4006.66722193877,3042.99581733375
8857.04950059537,5895.5784563062,6356.36164999548,4243.1807201334,3044.73684369395
12527.9917954454,6980.06122235294,4702.41113221814,4005.41300165464,3046.56722045605
10564.1126311122,6353.59807028246,5630.39219008957,3433.40113442631,3048.32413222791
7541.30694896531,5967.82847951167,4434.9377281283,3488.57090544697,3050.49830792999
9114.2556863713,6481.16278082083,5155.70763399755,3544.0662263969,3051.84843783477
9645.80939192884,6459.5280090457,5330.92635192204,4357.10164861237,3054.19774902523
12272.999744878,6665.19128615463,4830.84604699109,4106.74665495002,3055.70771639104
10123.8177001591,7216.13319987713,4931.31684069829,3302.14700587003,3056.92302619852
9765.23124907839,7048.89668375904,5043.68342765086,4068.20498813719,3059.77514750807
8323.04496220389,6688.38456231093,6209.70685963945,3188.93868004895,3060.55880266698
10762.6689956714,6968.27127513312,5091.97629037094,4428.85366153362,3063.08144021913
8025.17742213497,6713.22353601743,6080.06115751081,3073.53518629683,3064.67141796458
9198.79197854378,6910.99944224794,6134.16238398804,4130.96870020537,3067.71102755957
9884.91858591878,7944.90694690219,3784.90702898961,4055.71883600781,3070.68138516803
8818.68495028161,6007.79786098418,6593.25610068309,4158.95658338961,3072.0095728507
8485.90926797653,6486.10293127119,8483.00436974325,3474.78915132393,3074.69635939434
8595.03335335138,7379.08663099401,4528.62979706246,3205.0681438057,3076.62760750665
8281.80662069836,5987.80073909632,4712.42955560311,5518.28674476401,3077.53494003571
7517.84281782226,6599.04946157124,5041.17721516984,3271.62831125977,3079.93110828264
9000.65450704711,6590.24092429038,4803.73616291928,3689.47613580167,3083.62955040643
9149.88879979852,7831.15236014948,6252.42827986446,5455.80589160819,3085.36975412451
8693.43194623513,6169.38830424879,6165.52979884401,4523.55833965259,3089.866695925
8837.82736591814,5975.12612296991,4700.26593495792,4742.73826550285,3093.16465446051
6803.73162503534,6531.48788424692,4565.00417336748,3923.85710724976,3095.40622126725
7399.69043410366,5698.5662916542,4016.01091527906,3856.8287077099,3098.72644555957
9932.12615748747,5917.7439653066,6276.98757681521,3297.6728652271,3099.80488398333
8655.91860251081,6899.82503648674,7226.33657519203,5188.33164656069,3101.52400455972
6437.11549992199,6003.88621705367,4854.33697939276,4089.97364928618,3102.46803409377
6687.33952492823,6044.11423236639,5228.18651668327,3723.15017766822,3105.78181171017
8251.28448542913,6406.280718985,6689.97779530005,5709.21844132078,3107.24758831694
7942.10647783205,6398.99130362743,5999.04505520779,4594.29069630029,3108.81966870681
9392.46588693481,6955.23033248598,6615.27575831726,3327.94733202595,3113.33642499063
7990.67928883918,7188.71573633029,5539.1551553598,3584.44558912226,3115.34969176104
9171.1458390877,6363.25033385753,6474.31279248936,3689.8394621224,3116.48542319038
10256.0772658106,7721.47729836649,5643.16470230762,3715.76827589444,3120.05502560674
7248.89858235656,6549.1792838055,4409.38278366091,4489.10160198582,3121.36053121725
8580.95936234965,7354.84809481072,4470.19111779611,3573.24635635354,3124.18627433054
8042.87893854621,6044.18949714212,5895.75976280419,3531.75368128847,3125.52346344308
8120.06438450968,6055.81112750022,5332.65669259409,3940.6553734637,3127.12950207123
8640.93110997509,5963.76953273773,4942.51261516356,5366.68342324693,3131.2273034447
10183.9477926383,6656.54241852463,6202.07031317927,4211.99745854302,3133.3167078291
7989.63115553086,6453.92556566034,4925.36475247516,3516.40338727079,3134.84284392145
7101.46576810775,8033.16473604813,5302.57811875352,5500.14307823428,3136.79354124183
9708.23541714935,7129.06440374989,4379.99420707684,3638.8181219996,3139.13492707521
8666.27074636729,9162.87906501252,5270.82087376056,4299.2591135298,3140.67136395173
7460.57256284192,7451.20709419437,5362.77786970439,5799.97515685967,3144.00788126867
5809.76541302105,7010.29543391613,4627.64693420435,4090.76979284707,3145.41348073572
7556.6772187968,5684.30996573677,6076.66050867717,3735.51287988184,3146.1733802441
8001.63111806545,7535.69054893552,5169.16630671487,3370.6386044936,3147.61523978815
10480.7394929274,7789.56001334523,5015.06294881805,4398.46620942357,3149.61138384043
7927.91562215491,6675.49577041926,5414.91506024098,4546.23352601225,3153.30347590804
8482.76077718778,7241.70294137607,5378.8400270128,4822.3771943146,3155.44550757426
6977.52448547699,6513.26302204448,5751.05430711649,3624.83264135686,3158.8315056639
7834.89933217118,6479.58574759673,4799.62142454784,3196.01723376603,3163.76806106324
8751.25452521521,6042.63536730965,5368.41846832322,6231.11729524215,3165.62518569065
9588.90784734354,6925.03685391054,6649.56394246629,3743.71914908024,3167.13771181788
7976.80145731775,7169.48170222755,4666.5941120497,5081.05029006289,3169.63141596776
11309.3664293018,6757.61084022143,4888.2844216299,4623.06963434048,3171.24960440312
8717.466971159,5648.98155191403,5206.72487404434,3520.05674067006,3173.46492364335
7954.25321335297,6371.28802944803,5831.16773302076,5653.05474979741,3175.12751789808
8084.66343823003,9236.76174408479,5562.13660474471,3621.87481268527,3177.38494020216
8613.38115367262,6521.34091353594,5059.34898595101,5997.72369515154,3178.38143787196
8702.3609827281,5563.34569735737,5583.27390353586,4000.91726719575,3181.67413698216
6801.6185214357,6441.51609873771,5816.56166225425,4142.52970064662,3182.52703530721
8002.97629220044,4730.23897218407,6105.55978179884,2708.2525126732,3184.59071347577
7016.7478216533,7244.53235029433,4445.288758863,4738.95679204094,3185.65384913365
6630.96311330995,8022.42364094414,5254.93798888603,4444.16358828685,3186.65417662434
7636.57016661919,7654.59019991492,5910.17906835742,4531.82248106337,3188.68253420864
9598.13902181722,6092.1868710312,4122.73520520474,4284.85851359977,3190.17395602934
9229.4885780703,7581.25377764917,4503.93604283055,3516.92920790645,3192.93733930054
6661.15074684993,5975.11699320353,4212.66067677999,3287.20626536262,3194.27911418102
8125.84858154841,7136.98349995934,4020.09617913104,3661.27533418405,3195.25190806524
6588.66153556864,6010.44142029174,5480.46223089899,3569.66267123471,3199.44705223348
7659.25034119009,5740.29817097635,5473.7912527449,4860.28600358078,3201.42773803103
5890.73457181886,7153.88767986628,5388.3620093425,4089.02664269142,3202.4858323131
8439.65926853964,8564.28564860643,6819.80254497433,5069.825335409,3203.47212737615
7122.85604253455,6544.77126352973,7490.15626928799,4047.14676843388,3204.90674572873
8903.19129161333,5319.64655671336,4791.76826369538,3979.1806518044,3207.83698607918
7606.17467812269,6300.23932713085,4491.15095237791,4355.89194580516,3209.05194122345
8255.27384563935,6243.74934777157,5199.49469595785,3346.76043577914,3210.42297496619
9480.59765470541,6288.89626715858,5848.12741216858,4105.19422805928,3213.41844620976
7220.90120908821,7832.1524931736,5254.9081595635,3646.28412733581,3215.49565744893
9648.25491556898,5234.62710555718,5198.73788185655,3972.12399012576,3218.18192895064
8082.74578610925,6340.7309771396,6100.25931440988,2813.0126514541,3220.17973653553
7345.35968061034,6308.44071691758,4484.98343591279,3871.95295059871,3221.7892161264
10371.6597684979,7721.60469525929,4877.46932545755,3598.16125304417,3225.60188715458
7664.96389260844,9723.61239254514,6100.04778039543,4411.11695038814,3229.02309560205
8800.84953444071,7269.57758045665,5227.17386093422,3108.74127164218,3230.31209502826
10977.7964941997,5810.67828066401,4519.65322585724,2979.05593176982,3232.50768907793
8339.99302823874,7068.56615677013,5399.12092938668,3486.94442038189,3233.8274388377
9573.83232444206,6044.48871635322,5641.59098317241,3138.53913636246,3236.07924424235
10213.0163181923,7296.95375541681,5822.2254556754,3438.3271872846,3238.18465287946
7996.65188515355,6029.22750802182,6342.39496093389,3251.44330569648,3240.82784462174
9942.1881292243,6332.93340460481,4764.79755757894,3146.8949502358,3241.7951257921
8413.24411470584,5523.73075918873,5672.03992515167,4218.56248450422,3243.17711391435
7283.04836445097,8949.89804889467,4908.68720704189,4726.4877580071,3243.82687076108
10450.032274069,5744.80746962902,5831.50332082118,3983.50178061902,3246.48418440709
9807.66855963985,7641.86612535086,6789.38758564926,3528.6240885716,3249.22389654723
8279.64593206055,6697.27814138879,5442.65442610154,4824.73764152186,3251.88951461004
8811.04071809409,4320.74307432093,5342.60970680768,4712.65038283956,3253.03962143409
8205.11347352255,7533.12075040202,4983.53863502311,3415.32425561299,3254.90365203314
7248.52361342959,4746.12893701391,5696.99926884384,3728.97571109017,3257.29935625702
8700.824663523,5916.18445537062,4816.61862764964,3370.4758269633,3259.54260309055
9009.30450652038,6612.48943016041,4846.11517468152,3970.82457432882,3262.14732852282
10253.6087133694,6444.42970837977,4720.49283272271,4399.95510649012,3265.59645135617
7162.61527093037,5750.35300894868,5109.06395409719,3410.85896651296,3268.96295775288
7572.69932893501,5991.12211984745,5554.97913700116,4307.87786535817,3271.99372455769
9841.93734228226,6123.87161171062,6551.351495056,5120.25042827689,3273.41381460531
9341.01814963694,6665.25430394832,5913.47682407491,3648.98884715903,3274.99549210833
8575.539617917,5802.0516897394,6726.92686113483,4957.26737035855,3276.32212610563
9150.38025743163,7981.14851606569,7109.62085101305,3611.00271575142,3277.69226379481
8654.68515024879,7346.76936959244,5381.99306596275,4638.58946766463,3278.93950436525
7969.10738026884,6841.64165865162,5175.85022075851,4009.48133227042,3281.03074017481
7671.85063857247,7812.05034672639,6449.05119800577,4467.49502998951,3282.61545860561
8351.63384353483,7121.91516781641,5243.4807544253,4175.34160402937,3285.92100629345
7539.18776514465,7547.04325342403,6841.96952519564,4550.52525754752,3287.2855838758
6994.2444286526,5892.83794186414,4663.50519271135,4799.0808077664,3288.94861929592
8321.06639034155,7406.7636309912,4532.44614909416,4543.77966100253,3289.87551235885
7730.09051638604,10227.245804063,7163.57890111805,4205.6074044741,3294.22547963018
7864.00146877762,7670.47602699708,5396.51299754577,3835.16091645212,3296.28284024219
8347.60883913736,8346.88235640083,5125.07743976793,4117.92781138402,3297.0203290618
6617.9437775974,5346.98200474599,4538.58499166045,3436.57012668361,3297.83928579142
6310.04278131559,7845.96957143725,5210.33859300706,5280.54169234347,3299.79159807325
8520.9661491858,6660.1193470128,7004.04109631334,5829.44202193701,3302.57257838266
7771.16152188591,6647.3225461127,4804.05203225353,3868.52172121679,3303.78248954673
9556.40752254742,6685.78551909967,5214.58269919008,4247.48788032019,3307.84540696439
10070.2217576297,6231.2796374475,6173.93735402183,3818.16746591537,3309.97706551739
9764.14659206025,7436.33153551288,5270.85978015589,4218.69667612863,3310.93930697999
8445.1827204617,5495.99407382512,4753.07341673444,4901.17662485213,3311.30399211636
6652.19206131692,5853.67419606824,4147.19224583463,4958.70222539737,3312.98752287361
8319.63750287384,7283.31271075466,6851.96310091815,3946.82092171922,3315.45937729309
8833.86815105533,5404.04966627984,5018.88836251054,5153.40859812244,3316.55341073427
8702.15421413193,7604.22420410877,4579.85681677776,3681.43386009451,3318.93853846284
6827.56189838982,5788.22621430448,4994.42529366789,3483.78280624039,3319.29114347265
11563.8717214649,7407.85267990818,5851.71000968514,4396.47259406795,3321.22963279004
9552.55945093389,6835.64527217878,5089.16837338048,3437.42289387688,3322.60270462056
8289.76537209064,6885.10314512014,4972.50657085736,3118.74691633083,3324.51809193991
8072.25515869665,6348.09901151963,6101.09410619904,4181.13774433504,3326.06588835158
11266.367022731,6315.66044814662,4989.1663503463,3858.1856320879,3328.10036134629
8572.26177466866,7519.48953874429,5219.10759061014,5094.34971800135,3329.69015112475
6706.8079452383,7287.8951846966,5029.90381965557,3700.99806062574,3331.32303834816
6701.26022254498,8015.13431398257,4755.61096621259,2887.90068109062,3332.32769863244
10683.280731027,6303.88924398028,7506.8128711637,4660.68977097957,3333.53959240431
8190.34409152431,6906.843174051,3896.07350029226,3599.7737106754,3335.27218897124
7340.50088927035,6379.3245664222,4871.88143677006,3823.06654635856,3337.60861162939
6892.8672015922,7954.51353312355,4414.67913366301,3528.66792943804,3339.01986052541
9545.61382634852,5474.99705312503,5254.80675134666,3682.19174877406,3339.81557003652
7363.28576102808,7002.60017073407,5235.94891652398,3592.62641324984,3340.20987902631
8779.82618497768,6316.50639029518,4867.27875382069,5599.49302912475,3343.13709634531
8615.89551962304,6526.24252802897,6308.99547190042,3841.64022709803,3345.90554950426
8423.49635026633,8097.35759877625,5715.05567060971,4488.81473835353,3347.3636431493
5571.03305281435,5277.32348066303,5939.64767540304,5213.29184136134,3348.2072343111
7662.59970426981,7527.98095706545,5628.17107705193,4795.07463683872,3350.60478278388
