"","Mean","SD","Naive.SE","Time.series.SE","X2.5.","X25.","X50.","X75.","X97.5.","ESS","Rhat"
"E_BH_a",1.98524541643486,1.06563590280327,0.0168491830465407,0.025908428230288,0.334264308190057,1.14960554439425,1.89888056266512,2.74057478585874,4.04542356879403,1402.94620668505,0.999774030380708
"Rec[1,1]",248.586103197346,388.983506876507,6.15036926984765,8.21075764746982,0.307559057471102,25.0433530374092,110.169232923693,319.848245203271,1310.34359968097,825.856625413987,1.00030878998567
"Rec[2,1]",149.148935569943,213.390023093353,3.37399251465462,4.14227910186249,0.178118639770608,17.1136920418634,71.9726424317953,193.944070079973,751.206301866034,879.956431274935,1.00068808273096
"Rec[3,1]",42.5614343322028,60.2872580830059,0.953225247143475,1.21996627745817,0.0428300717035162,4.49649272110738,20.1856496825349,57.2978917110893,211.518151985444,704.889689335764,0.999920770455973
"Rec[4,1]",268.93773804324,367.45498424264,5.80997343894013,9.21547740330652,0.618334431332745,29.0508356305983,129.898455812657,365.049825061385,1299.9555466114,661.257190758527,1.00027801175114
"Rec[5,1]",166.402319096882,219.57198674082,3.47173794234641,5.83813531890368,0.367240499712979,22.7452282652837,84.6571939843543,223.235723282097,776.929307070781,599.677324093008,1.00002541575015
"Rec[6,1]",108.318875210277,149.786547847532,2.36833327025996,4.10329612661963,0.0707531021992434,10.7855508759627,51.2534652652945,147.267638769875,517.524044683768,410.037638841667,1.00479184992547
"Rec[7,1]",313.998942215596,196.892515107486,3.11314400989383,3.57830100535526,55.3307339273947,169.347705937509,273.604917096268,411.104115692594,802.382861218616,2409.1392723333,1.00178220368392
"Rec[8,1]",100.197931258592,82.0737509316538,1.29769994528696,1.68254174035839,6.6194539234496,40.1135156137924,78.2391396054164,138.501229900514,313.392575883275,2044.54634814447,1.00053187987193
"Rec[9,1]",29.9702738469889,39.9516986348626,0.631691820394028,0.978488015429358,0.0175545082001837,3.63332144477503,15.0310401301545,41.0785443791842,143.725881103695,410.258691625773,1.0022551635112
"Rec[10,1]",42.3770675804715,59.1705668223203,0.93556880800862,1.46997211035644,0.0107022679320347,4.44681850640981,20.1435150904737,57.6959004934364,203.348015894178,509.338296088386,1.00064742851295
"Rec[11,1]",76.7633847110405,63.5648586755846,1.00504866280781,1.17986218431711,5.36482808676555,30.2606357798655,58.9041281630158,106.025221383494,246.087967806965,2413.37534113409,1.00007146864696
"Rec[12,1]",101.890157787979,142.025822365755,2.24562542617134,3.50492625326012,0.19266494111924,11.4915744496272,49.9963319983008,136.712347647237,505.70298155716,560.144238188018,1.00041409912062
"Rec[13,1]",47.4069053889817,64.3568134540223,1.01757056732639,1.43088966913854,0.0399023900075786,5.21253009173313,23.011911776105,63.6452213659062,222.169996616016,653.133777032923,1.00124213788571
"Rec[14,1]",265.844248745276,150.570367774729,2.38072655148681,2.318065627772,59.216533934477,158.149640533182,233.577076955019,343.22088241735,623.183799193174,3312.57195491915,1.00114993978136
"Rec[15,1]",40.721116514643,57.3939593066919,0.907478176720825,1.23283137181011,0.0751906597521261,5.32128215467625,19.8587770087012,52.6023315769979,197.578982872969,954.078368138179,1.00031090843898
"Rec[16,1]",86.8475191420772,121.141302338536,1.91541217054428,2.49084616135975,0.138425633336137,10.5665568284831,41.2523386903923,115.006983898771,425.845468763895,1041.10889889646,1.00005943983284
"Rec[17,1]",147.045847610662,124.059578708931,1.96155417140576,2.16762785855887,10.4416678704672,58.0710234007747,112.114825161864,199.538710519839,481.829549098481,3084.57625351093,1.00005833244399
"Rec[18,1]",76.1084021983105,103.080824783489,1.6298509470228,1.97006628935542,0.110533159627195,9.3437722788325,36.6556048952451,103.586697041115,356.681234610329,900.674736816047,1.00009473710883
"Rec[19,1]",131.995211618309,187.82994787056,2.96985224030832,4.10069914797276,0.0950905995549667,13.0341977835012,60.221124126746,176.179305250939,660.428502681783,877.816265036372,1.00029823628103
"Rec[20,1]",100.353462447361,131.495474766464,2.07912601133612,2.88608992513085,0.162671846027457,13.0239708085794,53.1082749245103,137.473335030913,470.78338437953,899.21818286605,1.000157303034
"Rec[21,1]",84.0036137587702,119.304730918876,1.8863734266858,2.83371469193867,0.0498893487449577,8.36885242575398,38.991998059805,112.581131904508,410.203491684689,514.51550063977,1.0067878123483
"Rec[22,1]",94.1993727637404,132.655012078666,2.09745990602866,4.14242904520691,0.0415945932307101,10.2729779914779,45.0935290539061,129.609382180934,451.261510439329,463.673212262234,1.00140468032343
"Rec[23,1]",96.0279921425162,126.094250437136,1.99372515616516,3.8207457799447,0.237034909124083,12.7210230841609,48.8308629002952,128.973447402346,439.524717063064,449.849616721791,1.0002216153991
"Rec[24,1]",44.6298034746015,63.326894739355,1.00128612261048,2.42682113580844,0.0262573667729198,4.47093148165986,20.0919570329054,59.2059078436329,224.525441656171,197.059498774327,1.00167328837403
"Rec[25,1]",125.917700400879,69.3634754690842,1.09673284453761,1.35172463049599,29.9865947379714,75.5440797782654,111.851669097157,161.946730693068,299.615089371747,2647.07663590283,0.999873439121633
"Rec[26,1]",58.3463298230711,31.7190605123311,0.501522382298368,0.515793856452093,14.5513030337008,34.8018682378111,53.0163653170094,75.2700598539806,135.81699438307,3547.32146048529,1.00024205062138
"Rec[27,1]",8.4201094758538,11.1942259208441,0.176996252761815,0.307541688840396,0.01289159487135,1.1380194842782,4.27163113976802,11.4696978496733,39.8932799535976,493.139607222834,1.00112806827057
"Rec[28,1]",64.9306977803032,36.1611233356758,0.571757562455006,0.654941404682675,15.1647101201334,38.417342900684,57.8549657038822,83.8932516166845,150.302706873875,2819.27275586794,1.00012575752468
"Rec[29,1]",92.5545096100381,42.223942897363,0.667619156742782,0.784591733781274,31.1721622926857,62.2189933582966,85.5900923043135,116.321641719367,192.6716386921,2549.9070310207,1.00071378580685
"Rec[30,1]",103.964545780776,51.1652001611379,0.80899284723805,0.943740131324312,30.3745527305414,66.811239500783,95.6166898669927,131.573648201266,228.270319498865,2703.86546200091,1.00072236980545
"Rec[31,1]",87.8453007820351,38.8970213964348,0.615015909045187,0.639756660228089,28.5352396029053,59.6149562996615,82.6748549306749,109.33030534927,182.167480133755,3545.78071768633,1.00041388998031
"Rec[32,1]",201.142293982357,63.6897048267945,1.00702265378245,1.01805475212442,98.1025491133414,156.140507308285,192.97571235789,237.849110273412,344.850124942172,3471.54846377927,1.00050440713861
"Rec[33,1]",328.743789732803,107.259339292912,1.69591906245198,1.78496106419802,153.243818151651,247.600762117323,316.384354943881,395.073225984495,568.151206090909,3253.42106683224,0.999975835454341
"Rec[34,1]",175.407427518579,70.1057829838218,1.10846975689176,1.12624504470708,68.7070821752541,125.47191697866,165.445052300678,215.385653652717,336.603108191697,3351.96467671601,0.999811330456032
"Rec[35,1]",183.418856382218,102.56286789136,1.62166132947825,1.757011273032,41.0817883854505,109.143778187885,164.279159472344,237.433037697152,441.285752220551,3251.98508126365,0.999881475705766
"Rec[36,1]",29.7455426480685,40.9965041385369,0.648211645911479,1.26174773785967,0.00749341160775535,2.62837434905262,13.8834037234067,39.7279959413724,150.123956899631,239.592281910985,1.01401320317729
"Rec[37,1]",149.102615212404,69.0601587456394,1.09193698604509,1.12813519234828,49.2423639683394,98.9437712240356,138.547412994415,185.784326411663,314.494859251128,3514.17459069602,0.999973109791554
"Rec[38,1]",105.70334869769,84.003987139746,1.32821965948545,1.61701900389278,7.0559101528631,43.8406890509269,84.4752631417832,144.479593510232,321.417586681701,2047.6921204309,1.00015124300877
"Rec[39,1]",47.3237087378853,31.0695305385531,0.491252411669928,0.511552975772827,8.19789369497145,24.8604941023653,40.6897382777462,62.468950585682,125.134297971347,3307.69202582716,1.00057014508843
"Rec[40,1]",36.526273868856,31.4815282403382,0.497766667311907,0.499153255230717,2.53226411539667,14.2919575209442,27.698932578013,49.0435268388957,117.293522979614,3104.91576796525,1.00033114852101
"Rec[41,1]",22.9740987819197,31.9663177541693,0.505431862559267,0.568654430577626,0.0251761838168486,2.70913933260867,11.1024187032628,29.8942553976847,114.6194191571,1453.01906744905,1.00022871825538
"Rec[42,1]",105.42642890417,176.09488175151,2.78430455316396,2.87499435069404,0.095512065952259,11.355414833931,44.3255494281831,124.767980086155,570.267634330574,3156.96235968706,1.00008659738146
"Rec[1,2]",4133.40394383699,1763.64543863815,27.8856828553164,30.0533842401488,1514.03329245502,2841.18638755569,3833.58509700598,5125.8146693354,8380.57072065756,3336.61360443468,0.999844257789639
"Rec[2,2]",2206.95404199959,516.831633978659,8.17182565099516,8.44948773535098,1321.03135171898,1849.12914139596,2174.5283598595,2518.83552990505,3333.5171164498,3446.08173444155,1.0000449660501
"Rec[3,2]",2992.07051422502,1094.74990055229,17.3095157699403,17.9536728370804,1258.77511063962,2208.53316423599,2864.8087061195,3621.69175970025,5427.43154658763,3273.18940503268,0.999860015539771
"Rec[4,2]",5357.51736942448,1191.40792717624,18.8378133612846,19.6403455920526,3207.07597639469,4543.71288956091,5293.46393690942,6079.3864239712,7983.40770211037,3652.40351089855,1.00017177578705
"Rec[5,2]",4953.91552822161,1093.40539011469,17.2882571933369,17.5253162830576,3046.10300854039,4170.49313010486,4876.08656167429,5669.96544161869,7287.88985002048,3586.63196060374,0.999770077426395
"Rec[6,2]",3735.75236165705,760.505019213917,12.0246401635305,12.0295168002616,2392.58054948134,3202.24291851781,3671.14200781857,4188.71479481446,5374.32711055033,3952.57464800134,1.00050999001421
"Rec[7,2]",7262.17540685993,1186.18802539928,18.7552794673969,20.4698675507334,4864.32354711399,6452.2738857659,7269.20853664578,8053.92944043195,9523.70459470552,3032.07630812515,0.999763863083408
"Rec[8,2]",4395.24572723011,739.559043272685,11.6934552045836,12.1367101622573,3057.78574124691,3897.14579373646,4359.84516992095,4840.11008568892,5939.6219428402,3370.22067913174,0.999847838658621
"Rec[9,2]",4527.23904151824,814.13535939789,12.8726102968855,13.3485669857722,3115.133739827,3967.62844738148,4470.52535935026,5015.91159651352,6284.04838172742,3362.72872965892,1.00014639703012
"Rec[10,2]",1323.49032611416,321.984093740338,5.09101553282316,5.41251620505925,794.273004007144,1091.43493490152,1282.72961010713,1512.35794220511,2064.45855517147,3362.0832588818,1.0005217901407
"Rec[11,2]",2654.53541104591,735.7383994421,11.633045521419,11.9330478632574,1412.13963598556,2114.65062230054,2602.23006707053,3125.67554260986,4167.70532497647,3772.77433066346,1.0002441719801
"Rec[12,2]",2161.20327168611,511.230079876312,8.08325730399479,8.08381643707362,1302.62974858836,1792.66901829983,2113.52470924599,2468.3697835543,3291.32638520481,3886.28198175713,1.00112719474784
"Rec[13,2]",2694.14191895381,554.372212339603,8.76539431249824,8.9266041664571,1701.3947103358,2305.66287468125,2662.92942663678,3050.26844086795,3866.62799052141,3337.67054530086,0.999877996206404
"Rec[14,2]",1577.80448880531,404.714231770346,6.39909386939787,7.07793629309549,884.477751013395,1291.84444493585,1544.51283586568,1836.26673324751,2466.78144551851,3083.41158707476,1.00006240925281
