"","Mean","SD","Naive.SE","Time.series.SE","X2.5.","X25.","X50.","X75.","X97.5.","ESS","Rhat"
"E_BH_a",2.11905142650827,1.00736852551728,0.0159278949190003,0.0279750771807454,0.426229066836308,1.31540050243604,2.07054380391192,2.88475485767032,3.98958490234148,1027.91667822268,1.00463328912437
"Rec[1,1]",93.9517282052663,73.3695023150117,1.16007369054217,1.85256828574125,17.1470957449784,45.7057864432821,72.22430169268,119.02331196379,293.370553895151,1316.93404082706,1.00159372657883
"Rec[2,1]",54.8214873235445,37.3391181339424,0.590383295626771,1.14096057250957,12.7604578121597,29.8385884165028,45.1516983918005,68.7654514451378,153.490853117309,850.99810597994,1.0057610829902
"Rec[3,1]",60.6175587061033,34.9186566815219,0.552112439735329,1.04896966958548,17.4779288697129,36.4497919423048,52.4608428309272,76.5998765257081,149.100912415473,960.363758331122,1.00266468189412
"Rec[4,1]",125.881077845217,65.2332411937947,1.03142810663756,2.2318723925519,40.2001670371363,78.9304960555586,111.428006570952,156.46295508835,290.467482671347,749.406347415891,1.00194074439493
"Rec[5,1]",105.29263472419,51.8986442659417,0.820589616776066,1.77000742212646,36.2017009243945,68.5768954236639,94.2728673844476,130.950600356622,235.926830350369,735.130847737597,1.00339382906066
"Rec[6,1]",90.3524180686706,41.4560529830451,0.655477751135202,1.31798296051445,32.1488943166452,60.4729215983075,82.6779480617058,112.174928339457,195.119962118757,755.694253623455,1.00396565566163
"Rec[7,1]",146.5813733611,62.0301275991968,0.980782433821671,2.10926884318191,56.4107285068562,101.823474308462,137.309387927738,179.613499408998,287.645208895397,772.198685537148,1.00381542060056
"Rec[8,1]",107.654391318474,42.7207448598907,0.675474285480927,1.29382694888342,43.5459791330601,77.2563203298788,101.753375477122,130.929175409704,211.946155415348,810.907148759213,1.0040077646676
"Rec[9,1]",109.00443335183,41.1624863350639,0.650836054871794,1.2027829407294,45.5811376754824,79.3093167414965,103.05857076448,132.37248548003,206.518601635853,901.443925074112,1.00316890769944
"Rec[10,1]",65.5286909579679,25.7905651506669,0.407784640095355,0.746734523815616,27.2316460632324,46.7801942722203,61.1844048284464,79.4994190971531,126.856649656911,883.650039494505,1.0043129048501
"Rec[11,1]",76.151755385784,29.8308125031965,0.471666559817649,0.835489157350917,31.0121447306512,54.6207177335626,71.3480715767347,93.5454864895911,142.906374021622,961.884081695524,1.00318197413355
"Rec[12,1]",80.6175804180744,35.312154677143,0.558334189339698,1.05462314353839,31.2389044234481,55.4678022564845,74.152399118556,99.0985254075455,163.900337905684,936.758946445447,1.00419119075779
"Rec[13,1]",70.9404803203993,32.2801919794399,0.510394649812646,0.951103102481768,26.2032598525986,48.1337325174765,64.8712846230549,87.0702672596605,151.049969688005,939.138677484351,1.00430375960271
"Rec[14,1]",57.6989030443302,27.5350481360988,0.43536733796223,0.784097130414757,20.26621288797,37.4344637567821,52.151222402516,72.7116760590137,125.717496028192,1037.89585058043,1.00526295744748
"Rec[15,1]",86.323910175622,42.5874620151227,0.67336689866846,1.10593699806769,30.2657059679371,56.1765490387606,77.7057478793915,107.535592629455,191.251610793278,1187.44079281776,1.00416943846156
"Rec[16,1]",110.116948285313,56.7538849869765,0.897357713110406,1.50951157266769,34.8300004316826,70.5695180768936,98.5906483197521,136.408731139816,255.725333764965,1001.56948039823,1.00976706410568
"Rec[17,1]",87.5884893991384,42.5979559812035,0.673532822840978,1.13412272506588,29.8892882200328,57.2830865295197,78.9150827383043,108.737427325106,193.95382809181,1080.39570269347,1.0054339864531
"Rec[18,1]",55.8163452149547,30.0366454137698,0.474921063891817,0.769549407738015,17.2306108404494,35.1827149204413,49.3157435433815,69.2888548961249,131.272565281947,1146.60238760678,1.00554841831171
"Rec[19,1]",58.5584946536303,31.1007539376684,0.491746096957413,0.853276064458651,18.097011795579,37.1018424455755,51.9227731275895,72.7665722473112,135.765240010669,1191.19935298407,1.00189630673657
