"","Mean","SD","Naive.SE","Time.series.SE","X2.5.","X25.","X50.","X75.","X97.5.","ESS","Rhat"
"E_BH_a",2.03270854715534,1.01760618049524,0.0160897664571468,0.0249186879096607,0.444011519597554,1.20680078699173,1.93648335885622,2.77617507363964,4.040216524682,1498.81400649966,0.999947617829133
"Rec[1,1]",100.335691605511,81.5815795153908,1.28991803191385,2.26298252289917,18.3364863872937,48.6125341849573,78.5748656916126,127.407587444485,301.617567955512,974.946496908784,1.00146064041325
"Rec[2,1]",52.3192939027983,36.1448394263733,0.571500091241967,1.06632045340327,11.8379537182118,28.411124532399,43.4372727930499,65.9082232697923,146.614477792985,976.663103544246,1.00097410472826
"Rec[3,1]",61.5023822572685,34.6790073108428,0.548323250479471,1.06422130031809,16.6627610668717,36.0862075838574,54.380869720278,77.9676057302444,149.227030164228,917.846480213283,1.00011124444529
"Rec[4,1]",130.899376923078,68.2718821715409,1.07947323904356,2.37979656700999,40.4810828809891,84.1459515185265,116.910133552123,163.473448751106,304.103046304134,782.657496812977,1.00001498943036
"Rec[5,1]",106.62289196653,53.2178742281488,0.841448473966628,1.75804012250941,35.1809729366527,69.9145677178499,95.0746692670309,131.269588891235,237.848204397546,790.300626867842,1.00084673527149
"Rec[6,1]",91.3245416912255,42.8808839644964,0.678006307045997,1.39114075950132,32.5892219561102,61.2706693135839,82.8994268528007,111.910015930589,198.446905570887,872.853625667342,1.00016759583898
"Rec[7,1]",148.648286030747,62.3248731109586,0.985442769558066,1.84434084532146,58.6205473973561,105.246645774796,137.485477727298,180.715317820231,293.850323237012,937.298256071357,1.00083645912093
"Rec[8,1]",108.45616023635,43.1471306135271,0.682216036197619,1.23093056596103,44.53537570109,78.1898968519265,101.639359420147,131.85115627366,210.876360883045,1049.3445089772,1.00092070654678
"Rec[9,1]",108.573821319282,41.2565579464053,0.652323457646798,1.12201458219512,45.2154483928403,78.9246673687829,102.688815160814,130.412795155098,207.040395623092,1143.12563731714,1.00105927985798
"Rec[10,1]",64.43955767351,25.7171176015426,0.406623332376406,0.699676326059693,25.9087299309166,45.6746209399109,60.4067774180446,78.3878807923329,127.135219198774,1099.90162655463,1.0031129889256
"Rec[11,1]",75.6587383175816,30.7438053180682,0.486102243729464,0.874903863053789,30.0277168291296,53.7135413468523,70.5063218211612,93.2281560243969,147.164551238059,964.264188050267,1.00328631747686
"Rec[12,1]",80.0462168413095,35.0351737886013,0.553954736959053,1.01917908097383,30.1804788887096,54.9461090329594,73.966946250823,98.0786475915848,168.006436751642,974.492380199996,1.00180101193893
"Rec[13,1]",69.3081618348925,32.6044915916313,0.515522276906818,0.880502395251582,24.0284313100129,46.2498229469697,63.3218460171923,85.1168963700912,146.692565268654,992.188796340571,1.00181072042039
"Rec[14,1]",56.2439839865733,27.8246862711802,0.439946918982735,0.742670788052301,17.9991206642117,36.3385116448329,50.6867454717466,70.086485395243,123.283756732548,996.616204122888,1.00421295677874
"Rec[15,1]",83.9742059601106,43.6747042128803,0.690557707234266,1.23771315671902,25.6918617217577,52.4881805581896,75.3116492560318,103.907279996108,197.60300965689,985.909387489409,1.00305662573777
"Rec[16,1]",110.314877686702,59.6155524743512,0.942604648941183,1.75626502124021,34.1036425946425,68.6127625047517,97.7274774050986,138.097334510295,262.136783828388,995.719384703324,1.00294562232493
"Rec[17,1]",85.7098363665685,44.0487170600772,0.6964713695908,1.37959604199916,27.0616566855393,55.1295562034381,76.4020019730461,106.3205768879,193.453949516869,781.506758257918,1.00153619886485
"Rec[18,1]",51.5829329119351,30.8220207250998,0.487338937901149,0.881401368608854,14.6176914053336,30.2517335702915,44.610431860431,64.346951319052,131.601789888412,912.23701643291,1.00282867631506
"Rec[19,1]",52.5712169336975,30.7787933666981,0.48665545335224,0.845957759092482,15.5634364711494,31.5409964447156,45.6399186201209,64.8648747375128,133.285275185434,873.852004750046,1.00068178599208
"Rec[20,1]",60.7066365035372,31.5772224979006,0.499279726376387,1.0583694062839,19.6119009394667,38.7838291355929,54.4941411048224,75.295228220543,139.101754137496,779.652634807633,1.0012885708964
"Rec[21,1]",82.7409376164976,39.0063665445889,0.616744807641464,1.29882476321769,30.1891945568041,55.1591973778377,75.0549593494716,101.69103490912,179.158003028903,787.191613874207,1.00362114120145
"Rec[22,1]",84.4579366589903,38.7770729681894,0.613119357870122,1.10707226817114,31.7958374129982,57.1738274747855,77.0147380182509,103.830691406853,180.332003811576,967.131992359243,1.00359767475569
"Rec[23,1]",81.4593815723715,34.4960272010754,0.545430080912607,1.02086045942465,32.4886862158528,56.942904872399,75.6559270822922,98.2576958148264,166.216061443642,985.933194378389,1.00393389306815
