"","Mean","SD","Naive.SE","Time.series.SE","X2.5.","X25.","X50.","X75.","X97.5.","ESS","Rhat"
"Run[40,6]",3.57338562258066,8.81085623179652,0.139311869143827,0.315457845922479,1.38405005945705e-10,0.0010750808601754,0.224745357097467,2.88114813449625,30.2695499429008,10.5159251878297,1.11666263221807
"Run[41,6]",7.26795850115639,18.8486068392108,0.298022641664666,0.881923508629641,1.06070163317821e-12,0.000414269778782137,0.243078787569114,4.97779031983161,62.881018352614,19.6375590264462,1.07835255218724
"Run[42,6]",2.18315705792251,5.9732756249626,0.0944457803342378,0.254728309980157,8.62125420217983e-13,1.43039905731641e-05,0.0234872270400181,1.10474771316654,21.4719070636877,9.94404815413495,1.10083217464941
"Run[43,6]",2.3812956636233,6.47599800276894,0.102394519057256,0.224630160168654,6.04855663295226e-12,0.000238335791249997,0.0552973592476498,1.3927701519539,22.086187461849,6.03425813530343,1.16349299836857
"Run[44,6]",27.6462728175822,65.5190307596572,1.03594683643574,2.57850936684638,1.97122834109482e-12,0.00156139760126444,1.31808394162394,22.8684118755495,219.415173376621,4.06626559437462,1.1895981325453
"Sp[1]",5826.99317774791,1151.66639745501,18.2094446031928,18.4793039877125,3852.69450504509,5160.81855912225,5716.77848966541,6356.89030762929,8481.02575664714,4012.42451549924,1.00027161928287
"Sp[2]",2955.14675712935,573.317249579116,9.06494165266608,9.37703323958424,1900.16460949605,2610.84237377962,2939.96136308359,3248.38247236953,4262.28015529319,3744.78425276515,1.00039644558684
"Sp[3]",5161.50985492075,1050.37014999896,16.6078103012471,16.0441863563169,3216.55769369769,4539.01240250809,5137.17135206681,5683.34583727334,7511.13646414624,4074.08330817596,1.00006271361644
"Sp[4]",4478.49525744859,901.922248193196,14.2606428833509,14.785118960515,2947.63574032132,3955.69532193295,4358.41256540239,4888.84038737493,6670.58462784985,3521.36662503124,1.0003294759483
"Sp[5]",8698.59677168566,1766.7869384779,27.9353543291298,31.8922806012372,5232.83857766622,7623.0563993974,8764.27071023878,9706.48620582663,12239.2149640963,3081.85508057606,1.00009638235596
"Sp[6]",7710.46489432523,1305.13818682248,20.636046658107,20.0476238780883,5330.22238276186,6904.12917344366,7644.40084632018,8403.35606181961,10620.8580794871,3907.89309341349,0.999751718259769
"Sp[7]",8941.76750807559,1444.781667231,22.8440039505271,22.8566147189462,6329.21324766452,8046.4838388907,8855.43307460726,9693.38289286433,12195.4855310211,3721.32182646747,1.00043891918815
"Sp[8]",8363.93318027606,1313.04564026307,20.761074474927,20.7692302031793,5841.99175277404,7542.46961276935,8358.85910422463,9088.2444961464,11152.7672269925,4020.68996052736,1.00011321550447
"Sp[9]",10456.3437560376,1685.70922024855,26.6534030436593,28.4239185115344,7075.58220709696,9345.47574759132,10475.9284570943,11450.2185516169,13970.9009378083,3392.57887567505,0.999908600481827
"Sp[10]",8518.934297506,1424.11741472707,22.5172734302408,22.5255490272622,5930.57450840971,7666.04786575244,8394.70592433835,9257.33614307984,11737.3643391933,3717.6431399585,1.00044338015775
"Sp[11]",11700.8637324378,1940.9275381138,30.6887589689145,34.1335305323293,7683.01335168304,10399.2793603504,11833.7372025036,13044.8327298642,15391.3028166569,2778.63472107628,1.00006518708606
"Sp[12]",11092.9154273226,1776.04899112646,28.081800240019,30.2881402035825,7458.90942345612,9983.33696034143,11163.5985841545,12211.2349008835,14574.0618348857,3429.76068693351,1.00054712475869
"Sp[13]",10026.1675635942,1566.03929544304,24.7612553946268,25.9398393082926,7145.3805508699,9067.6532162987,9959.54245854612,10908.254102303,13397.0146102827,3689.65624626527,0.999923230989638
"Sp[14]",6686.76684128144,1243.90408268182,19.6678504602848,21.2620547571583,4817.32281670538,5837.63885727861,6463.80973096797,7341.56456669324,9714.7076807996,3294.75393023353,0.999911923695248
"Sp[15]",7700.78990317034,1127.93230830603,17.8341757036916,17.5952526579686,5672.47641620572,6969.79133712147,7620.14395659202,8356.74260198945,10223.3316593502,3914.14846655331,1.00269032304794
"Sp[16]",6774.78737818749,1064.52758594648,16.8316590183576,17.1014250681756,4668.13873500501,6108.85290074931,6759.31696505897,7394.06253878369,9055.44154714882,3651.87731412686,0.999952226409602
"Sp[17]",5854.75448192652,968.858616473837,15.3189997936843,17.4991758017817,3866.89814091117,5227.6116548126,5920.43154454717,6500.78256284892,7685.04576336962,3101.9151216234,0.999982893276854
"Sp[18]",6385.93824101522,1161.13408435403,18.359141877064,22.2328414688892,4058.71435643696,5600.78729334062,6460.31837789498,7199.42037053331,8456.32141846668,2593.8290305783,1.00006293307182
"Sp[19]",5591.65626432421,1778.95202692912,28.1277012663461,28.868590532504,2792.46088023353,4318.47350324999,5387.8242617596,6600.71950789932,9760.910069613,3543.25273406639,1.00127367920552
"Sp[20]",5523.66729386492,2096.31184232097,33.1456005385901,33.7338063585769,2247.90511922051,4005.41526836108,5279.13063337967,6723.67797067388,10312.0693681347,3768.88832376419,1.00024323142431
"Sp[21]",7331.59976260624,1161.32121506271,18.3621006733621,18.3642751270219,5177.30135469672,6606.06870599004,7305.0545626762,7975.61423731566,9862.19752053492,3706.58053861631,1.00046070932679
"Sp[22]",6676.23073082563,1175.89874284038,18.5925916255211,20.9601338582758,4259.43824182879,5898.43971524047,6755.83892047013,7523.7147763885,8773.1430547744,3054.2888205412,1.00021099786059
"Sp[23]",4140.3729385991,691.246435623716,10.9295658052195,11.758074025921,3032.41386036874,3686.18909229525,4026.86371454299,4511.83127600648,5739.19045646838,3372.1221542936,0.999906496143913
"Sp[24]",4907.82722576609,774.15528981495,12.240469892415,12.5636118015114,3617.20280968819,4406.26165449932,4804.77729526451,5317.52792858986,6717.8753110358,3833.81429481144,1.00052649223525
"Sp[25]",5653.41491028147,863.850424917269,13.6586745022142,13.889523555571,4186.03659775464,5103.86881174566,5559.7843568913,6103.07971369586,7683.70532691943,3883.33281088068,0.999846610057361
"Sp[26]",6715.1745492747,1016.05280764725,16.0652054758712,16.5197028724551,4792.93890902818,6079.36105003571,6681.78490203955,7280.18096469648,8922.83086064861,3718.05859308848,0.999772567430398
"Sp[27]",6927.59833717974,1058.47663265998,16.7359850463545,17.1999952791358,4797.16658443318,6252.25557048938,6960.07087895507,7561.29374482735,9134.41699030769,3747.19237056636,1.00030647914182
